Year,Model,Condition,Consumer_Rating,Consumer_Review_#,Exterior_Color,Interior_Color,Drivetrain,MPG,Fuel_Type,Transmission,Engine,VIN,Stock_#,Mileage,Comfort_Rating,Interior_Design_Rating,Performance_Rating,Value_For_Money_Rating,Exterior_Styling_Rating,Reliability_Rating,State,Seller_Type
2020,Accord LX 1.5T,Used,4.4,152,Black,Black,Front-wheel Drive,30–38,Gasoline,Automatic CVT,1.5L I4 16V GDI DOHC Turbo,1HGCV1F17LA080529,L13064,50554,4.8,4.8,4.8,4.8,4.9,4.9,UT,Dealer
2021,CR-V EX,Used,4.9,1,White,Ivory,All-wheel Drive,27–32,Gasoline,Automatic CVT,1.5L I4 16V GDI DOHC Turbo,2HKRW2H58MH650284,SP08757,19665,4.9,4.8,4.8,4.8,4.9,4.9,NY,Dealer
2017,Pilot EX-L,Used,4.7,1,Silver,Beige,Front-wheel Drive,19–27,Gasoline,6-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF5H59HB007556,23680264,109088,4.8,4.7,4.7,4.6,4.7,4.7,TX,Dealer
2023,Civic EX,New,4.5,422,Morning Mist Metallic,Black,Front-wheel Drive,,Gasoline,Automatic CVT,1.5L I4 16V GDI DOHC Turbo,2HGFE1F77PH300972,J300972,7,,,,,,,PA,Dealer
2020,CR-V EX,Used,4.6,1963,Lunar Silver Metallic,Ivory,All-wheel Drive,27–32,Gasoline,Automatic CVT,1.5L I4 16V GDI DOHC Turbo,2HKRW2H50LH650245,W1904,14325,4.9,4.8,4.8,4.8,4.9,4.9,IA,Dealer
2021,CR-V Hybrid Touring,Used,5.0,3935,White,Gray,All-wheel Drive,40–35,Hybrid,Automatic CVT,2.0L I4 16V MPFI DOHC Hybrid,7FART6H94ME011793,230072A,27135,4.8,4.8,4.8,4.7,4.8,4.8,TX,Dealer
2023,CR-V EX,New,4.8,1277,Radiant Red Metallic,Gray,All-wheel Drive,,Gasoline,Automatic CVT,1.5L I4 16V GDI DOHC Turbo,7FARS4H47PE006412,HX06412,180,5.0,5.0,5.0,4.0,4.0,5.0,VA,Dealer
2021,Passport Sport,Used,4.6,1495,White,–,All-wheel Drive,19–24,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF8H24MB038666,V230077A,12038,4.9,4.7,4.8,4.6,4.8,4.8,NE,Dealer
2023,Ridgeline RTL,New,4.8,13,Sonic Gray Pearl,Black,All-wheel Drive,,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FPYK3F53PB014754,H13479,1,5.0,4.8,4.8,4.2,5.0,5.0,IA,Dealer
2017,Ridgeline RTL-T,Used,4.0,9533,White,Beige,All-wheel Drive,18–25,Gasoline,6-Speed Automatic,3.5L V6 24V GDI SOHC,5FPYK3F66HB026715,2002129423,70976,4.8,4.7,4.7,4.4,4.7,4.7,IL,
2020,Passport Elite,Honda Certified,4.5,2760,Black Copper Pearl,Black,All-wheel Drive,19–24,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF8H01LB002348,P002348,46790,4.9,4.8,4.8,4.6,4.8,4.8,MN,Dealer
2023,Pilot EX-L 8-Passenger,New,4.9,435,Lunar Silver Metallic,Gray,All-wheel Drive,19–25,Gasoline,10-SPEED A/T,V6 Cylinder Engine,5FNYG1H47PB003839,H003839,21,,,,,,,MA,Dealer
2021,Pilot Black Edition,Used,4.9,1826,Modern Steel Metallic,Black,All-wheel Drive,19–26,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF6H78MB507824,C23018A,4879,4.9,4.8,4.8,4.7,4.7,4.8,IL,Dealer
2020,Odyssey EX-L w/Navigation/RES,Honda Certified,4.9,840,Crystal Black Pearl,Mocha,Front-wheel Drive,19–28,Gasoline,10-Speed Automatic,3.5L V6 24V GDI SOHC,5FNRL6H70LB063222,PL1251,32622,4.8,4.8,4.7,4.6,4.7,4.7,MN,Dealer
2017,CR-V EX-L,Used,4.8,18,Modern Steel Metallic,Gray,All-wheel Drive,27–33,Gasoline,Automatic CVT,1.5L I4 16V GDI DOHC Turbo,5J6RW2H86HL033973,P7620,81907,4.8,4.8,4.7,4.7,4.8,4.8,OH,Dealer
2021,Civic EX,Used,4.8,661,Crystal Black Pearl,Black,Front-wheel Drive,32–42,Gasoline,Automatic CVT,1.5L I4 16V GDI DOHC Turbo,19XFC1F35ME201818,FH22L1016A,20608,4.6,4.7,4.7,4.6,4.8,4.6,NY,Dealer
2022,Accord Sport 2.0T,New,5.0,38,Crystal Black Pearl,Black,Front-wheel Drive,22–32,Gasoline,10-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,1HGCV2F31NA019607,52104,3,5.0,5.0,5.0,5.0,5.0,5.0,IN,Dealer
2018,HR-V EX,Used,2.7,531,Red,Black,Front-wheel Drive,28–34,Gasoline,Automatic CVT,1.8L I4 16V MPFI SOHC,3CZRU5H53JG701843,LC1683A,50781,4.7,4.5,4.7,4.6,4.8,4.8,LA,Dealer
2018,Odyssey Elite,Used,5.0,3812,Silver Metallic,Beige,Front-wheel Drive,19–28,Gasoline,10-Speed Automatic,3.5L V6 24V GDI SOHC,5FNRL6H94JB033459,OT226562A,78359,4.8,4.7,4.6,4.3,4.7,4.6,FL,Dealer
2022,Pilot TrailSport,New,5.0,14,Sonic Gray Pearl,Black,All-wheel Drive,19–25,Gasoline,9-SPEED A/T,V6 Cylinder Engine,5FNYF6H82NB102228,H22662,12,5.0,5.0,5.0,5.0,5.0,5.0,WI,Dealer
2010,Pilot Touring,Used,4.6,154,Crystal Black Pearl,Gray,Four-wheel Drive,16–22,Gasoline,5-Speed Automatic,3.5L V6 24V MPFI SOHC,5FNYF4H91AB014195,S985734A,118904,4.7,4.5,4.4,4.5,4.4,4.6,WI,Dealer
2022,Passport EX-L,New,5.0,1664,Sonic Gray Pearl,Black,All-wheel Drive,19–24,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF8H5XNB028168,35399,2750,5.0,5.0,4.9,5.0,4.9,5.0,VA,Dealer
2020,Civic LX,Used,4.0,227,Gray,Black,Front-wheel Drive,30–38,Gasoline,Automatic CVT,2.0L I4 16V MPFI DOHC,19XFC2F66LE022153,P6730,43956,4.8,4.8,4.9,4.8,4.9,4.9,AL,Dealer
2023,Pilot Touring,New,4.8,1732,White Diamond Pearl,Gray,All-wheel Drive,,Gasoline,10-Speed Automatic,3.5L V6 24V GDI DOHC,5FNYG1H74PB000956,P2105,5,,,,,,,IL,Dealer
2022,Accord Sport 1.5T,New,4.8,1978,Platinum White Pearl,Black,Front-wheel Drive,29–35,Gasoline,Automatic CVT,1.5L I4 16V GDI DOHC Turbo,1HGCV1F39NA090175,22894,1,5.0,5.0,5.0,5.0,5.0,5.0,IL,Dealer
2020,Accord EX-L,Honda Certified,4.7,1362,Platinum White,–,Front-wheel Drive,30–38,Gasoline,Automatic CVT,1.5L I4 16V GDI DOHC Turbo,1HGCV1F58LA063693,A7000092,17246,4.8,4.8,4.8,4.8,4.9,4.9,MO,Dealer
2023,Civic Sport,New,5.0,1337,Platinum White Pearl,Black,Front-wheel Drive,,Gasoline,Automatic CVT,2.0L I4 16V GDI DOHC,19XFL2H89PE000202,5700202,7,,,,,,,CA,Dealer
2020,Passport EX-L,Used,3.0,107,Lunar Silver Metallic,Black,All-wheel Drive,19–24,Gasoline,Automatic,V6 Cylinder Engine,5FNYF8H58LB010314,46159,34381,4.9,4.8,4.8,4.6,4.8,4.8,NY,Dealer
2023,CR-V Hybrid Sport Touring,New,4.7,436,Platinum White Pearl,Gray,All-wheel Drive,40–34,Hybrid,electronic continuously variable,4 Cylinder Engine,2HKRS6H99PH800686,R19362,17,5.0,3.0,4.0,4.0,5.0,5.0,IL,Dealer
2023,Civic Type R Touring,New,5.0,14,Sonic Gray Pearl,Black/Red,Front-wheel Drive,22–28,Gasoline,6-SPEED M/T,4 Cylinder Engine,JHMFL5G47PX001119,H23118,2,5.0,5.0,5.0,5.0,5.0,5.0,WI,Dealer
2022,Pilot Sport,New,5.0,7009,Sonic Gray Pearl,Black,All-wheel Drive,19–26,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF6H39NB104241,NB104241,5,5.0,5.0,5.0,5.0,5.0,5.0,NJ,Dealer
2023,Ridgeline RTL,New,4.5,463,–,–,All-wheel Drive,,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FPYK3F58PB019352,FJ0126,3,5.0,4.8,4.8,4.2,5.0,5.0,KY,Dealer
2022,Accord Sport 1.5T,New,4.9,3405,Platinum White Pearl,Black,Front-wheel Drive,29–35,Gasoline,Automatic CVT,1.5L I4 16V GDI DOHC Turbo,1HGCV1F38NA090913,NA090913,12,5.0,5.0,5.0,5.0,5.0,5.0,TX,Dealer
2022,Pilot Special Edition,Used,4.5,463,NH 877,–,All-wheel Drive,19–26,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF6H20NB042302,Z01935,12173,5.0,5.0,5.0,5.0,5.0,5.0,KY,Dealer
2023,CR-V Hybrid Sport Touring,New,4.4,23,Radiant Red Metallic,Black,All-wheel Drive,,Hybrid,Automatic CVT,2.0L I4 16V GDI DOHC Hybrid,2HKRS6H95PH806100,30416,10,5.0,3.0,4.0,4.0,5.0,5.0,CA,Dealer
2014,Accord Sport,Used,4.7,6,Black,Black,Front-wheel Drive,26–34,Gasoline,Automatic CVT,2.4L I4 16V GDI DOHC,1HGCR2F54EA045270,F2156,121400,4.6,4.6,4.6,4.6,4.7,4.8,MA,Dealer
2022,Pilot Special Edition,New,4.2,488,Platinum White Pearl,Black,Front-wheel Drive,20–27,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF5H22NB034969,NB034969,5,5.0,5.0,5.0,5.0,5.0,5.0,OK,Dealer
2022,Pilot EX-L,New,5.0,3543,Platinum White Pearl,Black,All-wheel Drive,19–26,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF6H50NB097889,98220,13,5.0,5.0,5.0,5.0,5.0,5.0,IL,Dealer
2018,Civic LX,Used,4.1,298,Crystal Black Pearl,Black / Gray,Front-wheel Drive,28–40,Gasoline,6-Speed Manual,2.0L I4 16V MPFI DOHC,19XFC2E59JE027353,U027353,20835,4.7,4.7,4.8,4.8,4.9,4.8,TX,Dealer
2023,CR-V EX,New,4.0,333,Radiant Red Metallic,Gray,All-wheel Drive,,Gasoline,Automatic CVT,1.5L I4 16V GDI DOHC Turbo,2HKRS4H46PH412663,HU146,1,5.0,5.0,5.0,4.0,4.0,5.0,IN,Dealer
2020,Accord Sport 1.5T,Used,4.6,985,Platinum White Pearl,Black,Front-wheel Drive,29–35,Gasoline,Automatic CVT,1.5L I4 16V GDI DOHC Turbo,1HGCV1F36LA023093,2B1182A,16771,4.8,4.8,4.8,4.8,4.9,4.9,CO,Dealer
2016,Accord EX-L,Used,5.0,425,White Orchid Pearl,–,Front-wheel Drive,27–37,Gasoline,continuously variable w/sport mode,4 Cylinder Engine,1HGCR2F98GA020491,Z4472A,74262,4.8,4.7,4.7,4.7,4.8,4.8,CO,Dealer
2014,Pilot EX-L,Used,4.6,5,Blue,–,Front-wheel Drive,18–25,Gasoline,5-Speed Automatic,3.5L V6 24V MPFI SOHC,5FNYF3H6XEB026612,P3441,149370,4.7,4.6,4.6,4.6,4.5,4.7,TX,Dealer
2023,Civic Si Base,New,4.7,3094,Platinum White Pearl,Black / Red,Front-wheel Drive,,Gasoline,6-Speed Manual,1.5L I4 16V GDI DOHC Turbo,2HGFE1E56PH470384,A470384,11,,,,,,,FL,Dealer
2007,Element EX,Used,3.2,101,Silver,Gray/Black,All-wheel Drive,21–26,Gasoline,5-Speed Automatic,2.4L I4 DOHC i-VTEC 16V,5J6YH28767L016344,H6344SS,139596,4.2,4.4,4.2,4.5,4.5,4.6,IN,Dealer
2021,Clarity Plug-In Hybrid Base,Honda Certified,4.5,3416,White,–,Front-wheel Drive,,Hybrid,Automatic CVT,1.5L I4 16V MPFI DOHC Hybrid,JHMZC5F10MC000627,H24449,17484,,,,,,,NJ,Dealer
2017,Pilot EX-L,Used,4.7,8,Red,Beige,Front-wheel Drive,19–27,Gasoline,6-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF5H50HB017750,1050191125,72661,4.8,4.7,4.7,4.6,4.7,4.7,AZ,Dealer
2017,Accord Hybrid Touring,Used,4.7,227,Silver,–,Front-wheel Drive,49–47,Hybrid,Automatic CVT,2.0L I4 16V MPFI DOHC Hybrid,JHMCR6F71HC021524,1135,78723,4.8,4.8,4.7,4.6,4.9,4.8,WI,Dealer
2023,CR-V EX-L,New,4.0,228,Canyon,–,All-wheel Drive,,Gasoline,Automatic CVT,1.5L I4 16V GDI DOHC Turbo,2HKRS4H71PH400754,CR00754,12,5.0,5.0,5.0,4.0,4.0,5.0,KS,Dealer
2021,Accord Hybrid Touring,Used,4.7,786,Platinum White Pearl,Ivory,Front-wheel Drive,44–41,Hybrid,Automatic CVT,2.0L I4 16V MPFI DOHC Hybrid,1HGCV3F99MA015524,MA015524,40960,4.7,4.5,4.5,4.4,4.6,4.4,SC,Dealer
2022,Accord Sport SE,New,2.4,246,Lunar Silver Metallic,Black,Front-wheel Drive,29–35,Gasoline,Automatic CVT,1.5L I4 16V GDI DOHC Turbo,1HGCV1F4XNA091697,L61190,1,5.0,5.0,5.0,5.0,5.0,5.0,IL,Dealer
2022,Accord Hybrid Sport,Used,5.0,67,Crystal Black Pearl,Black,Front-wheel Drive,44–41,Hybrid,Automatic CVT,2.0L I4 16V MPFI DOHC Hybrid,1HGCV3F25NA008607,008607,9453,4.9,5.0,5.0,4.9,4.9,5.0,FL,Dealer
2022,Accord Sport 1.5T,New,4.9,1559,Black,Black,FWD,29–35,Gasoline,Automatic CVT,1.5L I4 16V GDI DOHC Turbo,1HGCV1F36NA117493,220925,15,5.0,5.0,5.0,5.0,5.0,5.0,CT,Dealer
2023,Ridgeline Black Edition,New,5.0,1103,Platinum White Pearl,Black,All-wheel Drive,,Gasoline,Automatic,3.5L V6 24V GDI SOHC,5FPYK3F8XPB011800,Q00054,0,5.0,4.8,4.8,4.2,5.0,5.0,VA,Dealer
2022,Pilot TrailSport,New,4.4,124,Sonic Gray Pearl,Black,All-wheel Drive,19–25,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF6H8XNB068765,NB068765,2,5.0,5.0,5.0,5.0,5.0,5.0,PA,Dealer
2021,Passport EX-L,Used,4.7,67,Obsidian Blue Pearl,Black,All-wheel Drive,19–24,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF8H50MB002273,9045X,3579,4.9,4.7,4.8,4.6,4.8,4.8,OR,Dealer
2023,CR-V EX-L,New,4.4,124,Platinum White Pearl,Black,All-wheel Drive,,Gasoline,Automatic CVT,1.5L I4 16V GDI DOHC Turbo,7FARS4H75PE008332,PE008332,3,5.0,5.0,5.0,4.0,4.0,5.0,PA,Dealer
2023,Ridgeline RTL-E,New,4.6,1480,Platinum White Pearl,Black,All-wheel Drive,,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FPYK3F78PB011950,PB011950,5,5.0,4.8,4.8,4.2,5.0,5.0,MA,Dealer
2023,Pilot Elite,New,4.8,2700,Modern Steel Metallic,Black,All-wheel Drive,,Gasoline,10-Speed Automatic,3.5L V6 24V GDI DOHC,5FNYG1H82PB003136,H05454,2,,,,,,,TX,Dealer
2016,Pilot EX-L,Used,4.6,1100,White,Beige,All-wheel Drive,18–26,Gasoline,6-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF6H52GB025790,HA24790A,90846,4.7,4.6,4.5,4.4,4.6,4.6,MI,Dealer
2020,Pilot EX,Used,5.0,22428,Lunar Silver Metallic,Gray,Front-wheel Drive,19–27,Gasoline,6-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF5H37LB024332,M377604,32948,4.6,4.5,4.2,4.1,4.5,4.1,IL,
2021,Civic LX,Used,4.5,181,Orange,Black,Front-wheel Drive,30–38,Gasoline,Automatic CVT,2.0L I4 16V MPFI DOHC,2HGFC2F66MH515676,PC2479,23784,4.6,4.7,4.7,4.6,4.8,4.6,TX,Dealer
2023,CR-V Hybrid Sport,New,4.9,3405,Still Night Pearl,Black,Front-wheel Drive,,Hybrid,Automatic CVT,2.0L I4 16V GDI DOHC Hybrid,2HKRS5H56PH702089,PH702089,12,5.0,3.0,4.0,4.0,5.0,5.0,TX,Dealer
2020,Odyssey Elite,Used,4.2,115,White,–,Front-wheel Drive,19–28,Gasoline,10-Speed Automatic,3.5L V6 24V GDI SOHC,5FNRL6H98LB003402,N991AK,37312,4.8,4.8,4.7,4.6,4.7,4.7,WI,Dealer
2014,CR-V EX,Used,4.8,2619,Maroon,Gray,All-wheel Drive,22–30,Gasoline,5-Speed Automatic,2.4L I4 16V MPFI DOHC,5J6RM4H52EL003470,Q2469,95038,4.5,4.5,4.5,4.5,4.6,4.7,AZ,Dealer
2023,CR-V EX-L,New,4.7,436,Platinum White Pearl,Gray,All-wheel Drive,27–32,Gasoline,continuously variable automatic,4 Cylinder Engine,2HKRS4H72PH412394,R412394,0,5.0,5.0,5.0,4.0,4.0,5.0,IL,Dealer
2022,Pilot Sport,New,4.6,853,Lunar Silver,Black,All-wheel Drive,19–26,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF6H37NB080229,221017,3,5.0,5.0,5.0,5.0,5.0,5.0,NY,Dealer
2022,Pilot Sport,New,5.0,292,Platinum White Pearl,Nh-883p/Black,All-wheel Drive,19–26,Gasoline,9-SPEED A/T,V6 Cylinder Engine,5FNYF6H33NB100573,H1349,15,5.0,5.0,5.0,5.0,5.0,5.0,CA,Dealer
2018,Ridgeline RTL-E,Used,4.3,73,Silver,Gray,All-wheel Drive,18–25,Gasoline,6-Speed Automatic,3.5L V6 24V GDI SOHC,5FPYK3F74JB003562,37312ZA,51539,4.9,4.8,4.8,4.6,4.8,4.9,ID,Dealer
2022,Civic EX,Used,4.0,9532,White,Black,Front-wheel Drive,33–42,Gasoline,Automatic CVT,1.5L I4 16V GDI DOHC Turbo,2HGFE1F76NH319610,2001941637,5707,4.6,4.9,4.4,4.6,4.6,4.7,IL,
2017,Pilot EX,Used,4.7,430,Lunar Silver Metallic,Gray,All-wheel Drive,18–26,Gasoline,6-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF6H32HB101928,23354A,87722,4.8,4.7,4.7,4.6,4.7,4.7,CO,Dealer
2022,Accord Sport 1.5T,New,5.0,3,Platinum White Pearl,Black,Front-wheel Drive,29–35,Gasoline,Automatic CVT,1.5L I4 16V GDI DOHC Turbo,1HGCV1F35NA113337,221842,3,5.0,5.0,5.0,5.0,5.0,5.0,LA,Dealer
2023,CR-V EX-L,New,5.0,1349,Platinum White Pearl,Black,All-wheel Drive,,Gasoline,Automatic CVT,1.5L I4 16V GDI DOHC Turbo,2HKRS4H72PH401718,J30040,5,5.0,5.0,5.0,4.0,4.0,5.0,IL,Dealer
2021,Accord Sport SE 1.5T,Used,4.8,2,Gray,Gray,Front-wheel Drive,30–38,Gasoline,continuously variable,4 Cylinder Engine,1HGCV1F17MA032384,MA032384,9185,4.9,4.8,4.8,4.8,4.9,4.8,SC,Dealer
2021,HR-V EX,Honda Certified,4.5,1971,Gray,–,All-wheel Drive,26–31,Gasoline,Automatic CVT,1.8L I4 16V MPFI SOHC,3CZRU6H57MM745422,MM745422,40860,4.7,4.6,4.6,4.7,4.7,4.8,CO,Dealer
2023,Ridgeline RTL-E,New,5.0,2291,Platinum White Pearl,Beige,All-wheel Drive,,Gasoline,Automatic,3.5L V6 24V GDI SOHC,5FPYK3F72PB006565,PB006565,5,5.0,4.8,4.8,4.2,5.0,5.0,TX,Dealer
2019,Odyssey EX-L,Used,5.0,453,Lunar Silver Metallic,Gray,Front-wheel Drive,19–28,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FNRL6H72KB097130,I097130,25911,4.8,4.6,4.5,4.3,4.7,4.5,FL,Dealer
2020,Pilot Touring 7-Passenger,Used,4.5,1524,Modern Steel Metallic,Black,All-wheel Drive,19–26,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF6H61LB018865,T20694B,41206,4.6,4.5,4.2,4.1,4.5,4.1,MO,Dealer
2022,HR-V Sport,New,4.5,3416,Silver,Black,Front-wheel Drive,28–34,Gasoline,Automatic CVT,1.8L I4 16V MPFI SOHC,3CZRU5H12NM729511,225915,5,3.8,3.2,3.6,3.6,4.2,4.2,NJ,Dealer
2019,Odyssey EX-L,Honda Certified,5.0,2352,Gray,Gray,Front-wheel Drive,19–28,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FNRL6H70KB130044,P12876,36293,4.8,4.6,4.5,4.3,4.7,4.5,MN,Dealer
2022,Pilot Special Edition,New,4.2,386,Dark Cherry Pearl,Beige,All-wheel Drive,19–26,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF6H27NB100132,HCP220303,2,5.0,5.0,5.0,5.0,5.0,5.0,NY,Dealer
2020,Odyssey EX-L w/Navigation/RES,Used,4.5,1045,Modern Steel Metallic,Mocha,Front-wheel Drive,19–28,Gasoline,10-Speed Automatic,3.5L V6 24V GDI SOHC,5FNRL6H73LB040095,B040095T,30430,4.8,4.8,4.7,4.6,4.7,4.7,FL,Dealer
2021,Odyssey EX-L,Used,4.6,165,Silver,Gray,Front-wheel Drive,19–28,Gasoline,10-Speed Automatic,3.5L V6 24V GDI SOHC,5FNRL6H70MB034398,034398,30448,5.0,5.0,4.9,4.8,4.8,5.0,KY,Dealer
2023,CR-V EX-L,New,4.7,1932,Platinum White Pearl,Black,Front-wheel Drive,,Gasoline,Automatic CVT,1.5L I4 16V GDI DOHC Turbo,7FARS3H71PE002313,PE002313,9,5.0,5.0,5.0,4.0,4.0,5.0,NV,Dealer
2022,Pilot Special Edition,New,3.0,52,Sonic Gray Pearl,Black,All-wheel Drive,19–26,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF6H29NB103310,H42279,6,5.0,5.0,5.0,5.0,5.0,5.0,IL,Dealer
2022,Civic Sport Touring,Honda Certified,4.8,1028,Platinum White Pearl,Black,Front-wheel Drive,30–37,Gasoline,Automatic CVT,1.5L I4 16V GDI DOHC Turbo,19XFL1H89NE010719,NE010719A,12952,4.6,4.9,4.4,4.6,4.6,4.7,OH,Dealer
2023,CR-V EX-L,New,5.0,2068,Meteorite,Gray,All-wheel Drive,,Gasoline,Automatic CVT,1.5L I4 16V GDI DOHC Turbo,2HKRS4H7XPH401966,230054,4,5.0,5.0,5.0,4.0,4.0,5.0,MD,Dealer
2013,Civic Hybrid,Used,4.1,12,Gray,Beige,Front-wheel Drive,44–44,Hybrid,Automatic CVT,1.5L I4 8V MPFI SOHC Hybrid,19XFB4F22DE201495,W35525,105301,4.1,4.2,3.8,3.8,4.3,4.2,CA,Dealer
2023,Ridgeline RTL-E,New,4.8,1,Modern Steel Metallic,Black,All-wheel Drive,,Gasoline,Automatic,3.5L V6 24V GDI SOHC,5FPYK3F79PB006160,Q10119,0,5.0,4.8,4.8,4.2,5.0,5.0,NC,Dealer
2022,Pilot Sport,New,4.6,1874,Platinum White Pearl,–,AWD,19–26,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF6H38NB104635,NB104635,8,5.0,5.0,5.0,5.0,5.0,5.0,IL,Dealer
2023,HR-V Sport,New,5.0,2352,Platinum White Pearl,Black,All-wheel Drive,,Gasoline,Automatic CVT,2.0L I4 16V GDI DOHC,3CZRZ2H53PM726221,Q3205,1,4.0,5.0,4.0,5.0,5.0,5.0,MN,Dealer
2022,CR-V Touring,New,4.4,928,Silver Metallic,–,All-wheel Drive,27–32,Gasoline,Automatic CVT,1.5L I4 16V GDI DOHC Turbo,7FARW2H97NE044367,22044367,14,4.9,4.8,4.7,4.8,4.7,4.9,SC,Dealer
2023,CR-V EX,New,4.7,2051,Platinum White Pearl,–,All-wheel Drive,,Gasoline,Automatic CVT,1.5L I4 16V GDI DOHC Turbo,2HKRS4H41PH401229,PH401229,5,5.0,5.0,5.0,4.0,4.0,5.0,AZ,Dealer
2008,Civic EX,Used,4.4,147,Silver,Grey,Front-wheel Drive,25–36,Gasoline,5-Speed Automatic,1.8L I4 16V MPFI SOHC,2HGFA16898H303538,U14651,64423,4.2,4.4,4.3,4.5,4.5,4.7,NY,Dealer
2023,CR-V Hybrid Sport Touring,New,4.5,3416,Meteorite Gray Metallic,Black,All-wheel Drive,,Hybrid,Automatic CVT,2.0L I4 16V GDI DOHC Hybrid,2HKRS6H9XPH801250,235152,8,5.0,3.0,4.0,4.0,5.0,5.0,NJ,Dealer
2019,Accord Sport,Used,5.0,345,Silver,Black,Front-wheel Drive,29–35,Gasoline,Automatic CVT,1.5L I4 16V GDI DOHC Turbo,1HGCV1F31KA168119,H03581,23395,4.7,4.7,4.7,4.7,4.8,4.8,MA,Dealer
2023,Ridgeline RTL-E,New,4.4,124,Platinum White Pearl,Black,All-wheel Drive,,Gasoline,Automatic,3.5L V6 24V GDI SOHC,5FPYK3F71PB018898,40017-39,0,5.0,4.8,4.8,4.2,5.0,5.0,PA,Dealer
2023,HR-V LX,New,5.0,2231,Platinum White Pearl,Gray,All-wheel Drive,,Gasoline,Automatic CVT,2.0L I4 16V GDI DOHC,3CZRZ2H35PM726087,230249,0,4.0,5.0,4.0,5.0,5.0,5.0,MN,Dealer
2023,Pilot Sport,New,4.6,1480,Platinum White,Black,All-wheel Drive,,Gasoline,10-Speed Automatic,3.5L V6 24V GDI DOHC,5FNYG1H32PB002041,PB002041,5,,,,,,,MA,Dealer
2023,CR-V EX-L,New,4.5,463,Radiant Red Metallic,Gray,All-wheel Drive,,Gasoline,Automatic CVT,1.5L I4 16V GDI DOHC Turbo,2HKRS4H7XPH400090,FJ0036,8,5.0,5.0,5.0,4.0,4.0,5.0,KY,Dealer
2019,Passport Elite,Honda Certified,4.6,367,Modern Steel Metallic,Gray,All-wheel Drive,19–24,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF8H00KB027191,22H0563A,49376,4.8,4.7,4.7,4.6,4.7,4.8,AL,Dealer
2018,Civic Si,Used,4.8,922,Black,Black,Front-wheel Drive,28–38,Gasoline,6-Speed Manual,1.5L I4 16V GDI DOHC Turbo,2HGFC3A54JH751081,SM17310A,115622,4.7,4.7,4.8,4.8,4.9,4.8,NH,Dealer
2020,Insight Touring,Used,4.9,4246,White,Black,Front-wheel Drive,51–45,Hybrid,Automatic CVT,1.5L I4 16V MPFI DOHC Hybrid,19XZE4F95LE004370,PP004370,29604,4.5,4.8,4.5,4.8,4.9,5.0,FL,Dealer
2022,Pilot Sport,Used,5.0,7,Gray,Black,Front-wheel Drive,20–27,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF5H34NB022167,A1115,4976,5.0,5.0,5.0,5.0,5.0,5.0,LA,Dealer
2023,Passport EX-L,New,3.7,270,Platinum White Pearl,Black,All-wheel Drive,,Gasoline,Automatic,3.5L V6 24V GDI SOHC,5FNYF8H53PB007049,23H192,2,,,,,,,IA,Dealer
2021,Ridgeline RTL-E,Honda Certified,4.6,1486,Platinum White Pearl,Black,All-wheel Drive,18–24,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FPYK3F79MB006400,HH149780A,31775,4.9,4.7,4.7,4.5,4.9,4.6,ME,Dealer
2019,Fit LX,Used,4.0,9533,White,Black,Front-wheel Drive,33–40,Gasoline,Automatic CVT,1.5L I4 16V GDI DOHC,3HGGK5H49KM702025,2002160698,23347,4.6,4.6,4.7,4.8,4.8,4.8,IL,
